"site_short","netNr","julian_day","nSpec"
"ST-MS-19","3",21,0
"ST-MS-19","3",22,0
"ST-MS-19","3",23,0
"ST-MS-19","3",24,0
"ST-MS-19","3",25,1
"ST-MS-19","3",26,1
"ST-MS-19","4",21,1
"ST-MS-19","4",22,0
"ST-MS-19","4",23,0
"ST-MS-19","4",24,1
"ST-MS-19","4",25,1
"ST-MS-19","4",26,2
"ST-MS-19","5",21,1
"ST-MS-19","5",22,0
"ST-MS-19","5",23,1
"ST-MS-19","5",24,0
"ST-MS-19","5",25,2
"ST-MS-19","5",26,2
"ST-MS-19","6",21,0
"ST-MS-19","6",22,0
"ST-MS-19","6",23,0
"ST-MS-19","6",24,2
"ST-MS-19","6",25,1
"ST-MS-19","6",26,2
"ST-MS-19","7",21,0
"ST-MS-19","7",22,0
"ST-MS-19","7",23,0
"ST-MS-19","7",24,0
"ST-MS-19","7",25,1
"ST-MS-19","7",26,0
"ST-MS-19","8",21,0
"ST-MS-19","8",22,0
"ST-MS-19","8",23,0
"ST-MS-19","8",24,0
"ST-MS-19","8",25,0
"ST-MS-19","8",26,1
"ST-MS-19","9",21,0
"ST-MS-19","9",22,0
"ST-MS-19","9",23,0
"ST-MS-19","9",24,0
"ST-MS-19","9",25,0
"ST-MS-19","9",26,1
"ST-WH-19","1",21,1
"ST-WH-19","1",22,1
"ST-WH-19","1",23,0
"ST-WH-19","1",24,3
"ST-WH-19","1",25,1
"ST-WH-19","1",26,4
"ST-WH-19","2",21,2
"ST-WH-19","2",22,3
"ST-WH-19","2",23,1
"ST-WH-19","2",24,4
"ST-WH-19","2",25,1
"ST-WH-19","2",26,4
"ST-WH-19","3",21,0
"ST-WH-19","3",22,4
"ST-WH-19","3",23,1
"ST-WH-19","3",24,5
"ST-WH-19","3",25,1
"ST-WH-19","3",26,3
"ST-WH-19","4",21,1
"ST-WH-19","4",22,1
"ST-WH-19","4",23,1
"ST-WH-19","4",24,4
"ST-WH-19","4",25,0
"ST-WH-19","4",26,4
"ST-WH-19","5",21,0
"ST-WH-19","5",22,1
"ST-WH-19","5",23,1
"ST-WH-19","5",24,5
"ST-WH-19","5",25,1
"ST-WH-19","5",26,6
"ST-WH-19","6",21,0
"ST-WH-19","6",22,1
"ST-WH-19","6",23,1
"ST-WH-19","6",24,1
"ST-WH-19","6",25,0
"ST-WH-19","6",26,2
"ST-WH-21","1",22,3
"ST-WH-21","1",23,0
"ST-WH-21","1",24,3
"ST-WH-21","1",25,6
"ST-WH-21","1",26,5
"ST-WH-21","2",22,0
"ST-WH-21","2",23,0
"ST-WH-21","2",24,1
"ST-WH-21","2",25,3
"ST-WH-21","2",26,0
"ST-WH-21","3",22,2
"ST-WH-21","3",23,0
"ST-WH-21","3",24,0
"ST-WH-21","3",25,3
"ST-WH-21","3",26,2
"ST-WH-21","4",22,2
"ST-WH-21","4",23,2
"ST-WH-21","4",24,0
"ST-WH-21","4",25,2
"ST-WH-21","4",26,1
"ST-WH-21","5",22,1
"ST-WH-21","5",23,1
"ST-WH-21","5",24,0
"ST-WH-21","5",25,2
"ST-WH-21","5",26,3
"ST-WH-21","6",22,4
"ST-WH-21","6",23,1
"ST-WH-21","6",24,4
"ST-WH-21","6",25,4
"ST-WH-21","6",26,3
"ST-WH-23","1",21,0
"ST-WH-23","1",22,1
"ST-WH-23","1",23,0
"ST-WH-23","1",24,2
"ST-WH-23","1",25,1
"ST-WH-23","1",26,3
"ST-WH-23","1",27,2
"ST-WH-23","2",21,1
"ST-WH-23","2",22,0
"ST-WH-23","2",23,0
"ST-WH-23","2",24,1
"ST-WH-23","2",25,4
"ST-WH-23","2",26,3
"ST-WH-23","2",27,3
"ST-WH-23","3",21,0
"ST-WH-23","3",22,2
"ST-WH-23","3",23,1
"ST-WH-23","3",24,0
"ST-WH-23","3",25,0
"ST-WH-23","3",26,1
"ST-WH-23","3",27,3
"ST-WH-23","4",21,0
"ST-WH-23","4",22,0
"ST-WH-23","4",23,1
"ST-WH-23","4",24,0
"ST-WH-23","4",25,1
"ST-WH-23","4",26,2
"ST-WH-23","4",27,1
"ST-WH-23","5",21,0
"ST-WH-23","5",22,0
"ST-WH-23","5",23,2
"ST-WH-23","5",24,0
"ST-WH-23","5",25,3
"ST-WH-23","5",26,5
"ST-WH-23","5",27,0
"ST-WH-23","6",21,0
"ST-WH-23","6",22,1
"ST-WH-23","6",23,1
"ST-WH-23","6",24,0
"ST-WH-23","6",25,1
"ST-WH-23","6",26,1
"ST-WH-23","6",27,0
